,conf,pred,true,correct,prec_k,term
8691,3.2660568,27,27,1,0.9420749851219996,0.9420749851219996
9338,3.2653422,32,14,0,0.9418881396271321,0.0
2139,3.2644913,15,15,1,0.941899662899068,0.941899662899068
1217,3.26425,17,17,1,0.9419111816019032,0.9419111816019032
3532,3.2636151,20,20,1,0.9419226957383549,0.9419226957383549
3683,3.2629008,4,4,1,0.9419342053111376,0.9419342053111376
5645,3.2602885,28,28,1,0.9419457103229641,0.9419457103229641
1058,3.2581637,37,37,1,0.9419572107765452,0.9419572107765452
6433,3.257883,39,39,1,0.941968706674589,0.941968706674589
1222,3.2571664,14,21,0,0.9417821782178217,0.0
2026,3.2570188,41,41,1,0.9417937042169867,0.9417937042169867
2491,3.256923,43,43,1,0.9418052256532067,0.9418052256532067
3297,3.2566643,46,46,1,0.9418167425291906,0.9418167425291906
2153,3.2541513,42,38,0,0.941630391768896,0.0
7562,3.2537575,36,36,1,0.9416419386745796,0.9416419386745796
7051,3.253597,0,0,1,0.9416534810126582,0.9416534810126582
5041,3.2532723,1,22,0,0.9414672730868103,0.0
6739,3.2516432,17,17,1,0.9414788453934362,0.9414788453934362
7600,3.2516322,11,11,1,0.9414904131251235,0.9414904131251235
5493,3.2516298,28,28,1,0.941501976284585,0.941501976284585
1278,3.2504094,20,42,0,0.941315945465323,0.0
6580,3.2497063,25,43,0,0.9411299881469775,0.0
3817,3.2490523,44,44,1,0.9411416156428994,0.9411416156428994
4871,3.2477558,20,20,1,0.9411532385466035,0.9411532385466035
5555,3.2476838,25,25,1,0.9411648568608095,0.9411648568608095
1120,3.2475748,29,29,1,0.9411764705882353,0.9411764705882353
5514,3.2466152,6,6,1,0.9411880797315966,0.9411880797315966
346,3.245383,38,38,1,0.9411996842936069,0.9411996842936069
2067,3.2452664,37,37,1,0.9412112842769778,0.9412112842769778
6439,3.2449815,29,29,1,0.9412228796844182,0.9412228796844182
2598,3.2446656,11,11,1,0.9412344705186354,0.9412344705186354
3091,3.243777,36,36,1,0.9412460567823344,0.9412460567823344
6575,3.2434254,28,28,1,0.941257638478218,0.941257638478218
5357,3.2429364,21,21,1,0.941269215608987,0.941269215608987
10101,3.2421951,6,6,1,0.94128078817734,0.94128078817734
1757,3.2419262,29,29,1,0.9412923561859732,0.9412923561859732
6364,3.2408345,42,33,0,0.9411069529249557,0.0
9953,3.2391121,8,8,1,0.9411185506104766,0.9411185506104766
3533,3.2365313,21,21,1,0.9411301437290805,0.9411301437290805
6600,3.235358,42,41,0,0.9409448818897638,0.0
23,3.2349977,33,7,0,0.940759692973824,0.0
549,3.2343626,8,8,1,0.940771349862259,0.940771349862259
3486,3.2339957,15,15,1,0.9407830021640763,0.9407830021640763
9650,3.2337928,21,21,1,0.9407946498819827,0.9407946498819827
8106,3.232956,35,35,1,0.9408062930186823,0.9408062930186823
6384,3.2311587,35,35,1,0.9408179315768777,0.9408179315768777
8188,3.230863,42,42,1,0.9408295655592688,0.9408295655592688
958,3.230062,11,11,1,0.9408411949685535,0.9408411949685535
3102,3.2296162,18,18,1,0.9408528198074277,0.9408528198074277
846,3.228854,42,42,1,0.9408644400785855,0.9408644400785855
3618,3.2287889,15,15,1,0.9408760557847181,0.9408760557847181
6788,3.2252438,24,24,1,0.9408876669285153,0.9408876669285153
8837,3.2248201,39,10,0,0.940702925584135,0.0
835,3.2237923,40,40,1,0.9407145661562623,0.9407145661562623
564,3.2236834,6,6,1,0.9407262021589794,0.9407262021589794
939,3.2231095,12,12,1,0.9407378335949764,0.9407378335949764
8487,3.221767,23,23,1,0.9407494604669413,0.9407494604669413
3616,3.2203944,42,30,0,0.9405649274225186,0.0
9234,3.2194216,22,22,1,0.9405765836438518,0.9405765836438518
1680,3.2185476,25,25,1,0.9405882352941176,0.9405882352941176
1628,3.2176278,21,21,1,0.9405998823760047,0.9405998823760047
3831,3.216731,10,10,1,0.9406115248921991,0.9406115248921991
9342,3.215951,18,18,1,0.940623162845385,0.940623162845385
2217,3.2149634,44,44,1,0.9406347962382445,0.9406347962382445
8948,3.2149055,4,4,1,0.9406464250734574,0.9406464250734574
8132,3.2146382,43,43,1,0.9406580493537016,0.9406580493537016
5657,3.2144477,20,20,1,0.9406696690816526,0.9406696690816526
8602,3.213927,6,6,1,0.9406812842599843,0.9406812842599843
7353,3.2117474,10,10,1,0.9406928948913682,0.9406928948913682
4762,3.2105157,10,10,1,0.9407045009784736,0.9407045009784736
5066,3.2101111,6,6,1,0.9407161025239679,0.9407161025239679
4279,3.2101104,19,19,1,0.9407276995305164,0.9407276995305164
5,3.2098866,42,42,1,0.9407392920007823,0.9407392920007823
5750,3.2097023,6,6,1,0.9407508799374267,0.9407508799374267
6314,3.208592,45,33,0,0.9405669599217986,0.0
6665,3.2085826,29,29,1,0.9405785770132916,0.9405785770132916
2570,3.2084403,42,42,1,0.9405901895641978,0.9405901895641978
10029,3.208099,39,39,1,0.9406017975771785,0.9406017975771785
2775,3.2076912,29,29,1,0.9406134010548935,0.9406134010548935
7139,3.2066965,23,23,1,0.940625,0.940625
7216,3.2020214,28,28,1,0.9406365944151532,0.9406365944151532
3743,3.2013605,20,20,1,0.9406481843030067,0.9406481843030067
2616,3.2003567,42,42,1,0.9406597696662112,0.9406597696662112
191,3.200065,11,11,1,0.9406713505074161,0.9406713505074161
7037,3.1996477,20,20,1,0.9406829268292682,0.9406829268292682
4304,3.1994898,14,19,0,0.9404994147483418,0.0
2408,3.1944578,0,0,1,0.9405110200897211,0.9405110200897211
3471,3.19314,46,46,1,0.9405226209048362,0.9405226209048362
120,3.1920123,20,20,1,0.9405342171963346,0.9405342171963346
6792,3.1915505,32,32,1,0.9405458089668616,0.9405458089668616
9558,3.1903028,21,21,1,0.9405573962190606,0.9405573962190606
8197,3.1899886,45,46,0,0.9403741231488698,0.0
5138,3.189254,38,38,1,0.9403857393337229,0.9403857393337229
4375,3.1890886,41,41,1,0.9403973509933775,0.9403973509933775
3153,3.1883593,39,39,1,0.9404089581304771,0.9404089581304771
1184,3.1855738,20,20,1,0.9404205607476636,0.9404205607476636
64,3.1840618,4,4,1,0.9404321588475764,0.9404321588475764
6616,3.1825454,20,20,1,0.9404437524328533,0.9404437524328533
3011,3.1815667,39,39,1,0.9404553415061296,0.9404553415061296
5048,3.1798904,8,8,1,0.9404669260700389,0.9404669260700389
7329,3.1792827,35,35,1,0.9404785061272126,0.9404785061272126
8546,3.1787324,17,17,1,0.94049008168028,0.94049008168028
8440,3.1786032,0,0,1,0.9405016527318686,0.9405016527318686
5338,3.1771574,11,46,0,0.9403188180404355,0.0
4686,3.1733732,38,42,0,0.9401360544217687,0.0
9655,3.1729715,31,31,1,0.9401476875242907,0.9401476875242907
2951,3.1716578,17,17,1,0.9401593161064697,0.9401593161064697
3268,3.1710892,42,20,0,0.9399766899766899,0.0
9893,3.17068,45,45,1,0.9399883472518936,0.9399883472518936
8332,3.1700623,20,20,1,0.94,0.94
7668,3.169216,8,10,0,0.939817511162881,0.0
2913,3.1690645,27,27,1,0.9398291925465838,0.9398291925465838
7369,3.168767,43,43,1,0.939840869396468,0.939840869396468
9400,3.168069,39,39,1,0.9398525417151726,0.9398525417151726
6142,3.1675813,42,42,1,0.9398642095053347,0.9398642095053347
1283,3.1669073,42,12,0,0.9396819239720714,0.0
5411,3.1649091,37,37,1,0.9396936203218925,0.9396936203218925
3891,3.164303,37,37,1,0.939705312136487,0.939705312136487
2275,3.1623082,11,11,1,0.939716999418492,0.939716999418492
7393,3.1600695,20,42,0,0.9395348837209302,0.0
66,3.1586614,27,27,1,0.9395465994962217,0.9395465994962217
9241,3.1573594,38,38,1,0.9395583107322744,0.9395583107322744
1902,3.1571958,10,10,1,0.9395700174317257,0.9395700174317257
5950,3.1559598,20,42,0,0.9393880712625872,0.0
8855,3.154392,4,4,1,0.9393998063891578,0.9393998063891578
3520,3.149888,25,25,1,0.9394115369725126,0.9394115369725126
9807,3.1485355,25,4,0,0.9392297271143797,0.0
7973,3.14817,39,39,1,0.9392414860681114,0.9392414860681114
9867,3.1479583,26,26,1,0.9392532404720448,0.9392532404720448
1207,3.146864,42,42,1,0.9392649903288202,0.9392649903288202
2414,3.1460998,5,5,1,0.9392767356410753,0.9392767356410753
8012,3.1457467,27,27,1,0.9392884764114462,0.9392884764114462
2886,3.145179,3,5,0,0.939106901217862,0.0
4960,3.14515,6,6,1,0.9391186702744492,0.9391186702744492
8013,3.1446881,42,42,1,0.9391304347826087,0.9391304347826087
6790,3.143562,20,20,1,0.9391421947449768,0.9391421947449768
4058,3.142503,24,24,1,0.9391539501641878,0.9391539501641878
6870,3.1415877,28,28,1,0.9391657010428737,0.9391657010428737
1787,3.1379929,8,8,1,0.9391774473836648,0.9391774473836648
3960,3.1376395,26,26,1,0.9391891891891891,0.9391891891891891
788,3.1371684,42,12,0,0.9390079135302065,0.0
7791,3.137096,42,42,1,0.9390196835198765,0.9390196835198765
5681,3.1367378,38,38,1,0.9390314489677792,0.9390314489677792
9561,3.1365323,6,6,1,0.9390432098765432,0.9390432098765432
3282,3.1354566,21,21,1,0.9390549662487946,0.9390549662487946
4126,3.1352212,3,4,0,0.9388738912456613,0.0
4783,3.1346397,31,31,1,0.938885675727781,0.938885675727781
9005,3.1329777,20,46,0,0.9387047031611411,0.0
6563,3.131954,32,32,1,0.9387165157063018,0.9387165157063018
5876,3.1318595,42,42,1,0.9387283236994219,0.9387283236994219
4920,3.1318173,44,44,1,0.9387401271431324,0.9387401271431324
2183,3.13125,12,12,1,0.9387519260400616,0.9387519260400616
3688,3.130485,31,4,0,0.9385711534758329,0.0
7705,3.129572,29,29,1,0.9385829803619561,0.9385829803619561
2021,3.1292822,0,12,0,0.9384023099133783,0.0
892,3.1289842,42,42,1,0.9384141647421094,0.9384141647421094
9017,3.1254077,43,43,1,0.9384260150086589,0.9384260150086589
6971,3.120911,25,25,1,0.9384378607156598,0.9384378607156598
10053,3.1194236,19,19,1,0.9384497018657434,0.9384497018657434
428,3.1184175,6,6,1,0.9384615384615385,0.9384615384615385
7143,3.1179168,6,6,1,0.938473370505672,0.938473370505672
98,3.1178188,21,21,1,0.9384851980007689,0.9384851980007689
206,3.117766,25,25,1,0.9384970209494522,0.9384970209494522
3304,3.115219,6,6,1,0.9385088393543428,0.9385088393543428
9048,3.1140778,4,9,0,0.938328530259366,0.0
3076,3.1138315,44,44,1,0.938340376488667,0.938340376488667
2812,3.113158,42,42,1,0.938352218167851,0.938352218167851
611,3.113147,19,19,1,0.9383640552995391,0.9383640552995391
9836,3.1130633,42,42,1,0.9383758878863505,0.9383758878863505
4393,3.1110091,13,13,1,0.9383877159309021,0.9383877159309021
28,3.110485,0,0,1,0.9383995394358089,0.9383995394358089
3188,3.1103647,9,4,0,0.9382194934765925,0.0
6437,3.1103148,27,27,1,0.9382313447151353,0.9382313447151353
8191,3.109332,28,28,1,0.9382431914077484,0.9382431914077484
6128,3.1074166,9,9,1,0.938255033557047,0.938255033557047
4936,3.1064446,14,14,1,0.9382668711656442,0.9382668711656442
9474,3.106222,42,38,0,0.9380870231934062,0.0
5718,3.1060703,29,29,1,0.9380988884630127,0.9380988884630127
2802,3.1059868,20,20,1,0.9381107491856677,0.9381107491856677
6597,3.1010177,6,6,1,0.9381226053639847,0.9381226053639847
7939,3.0981462,6,6,1,0.9381344570005746,0.9381344570005746
626,3.0980482,36,36,1,0.9381463040980468,0.9381463040980468
5907,3.0962362,18,18,1,0.9381581466590082,0.9381581466590082
683,3.096214,35,35,1,0.9381699846860643,0.9381699846860643
1094,3.094178,32,28,0,0.9379904306220096,0.0
2940,3.0939586,42,0,0,0.9378109452736318,0.0
8472,3.092644,39,27,0,0.9376315286014922,0.0
8719,3.0920494,21,21,1,0.9376434583014537,0.9376434583014537
5475,3.091811,38,38,1,0.937655383438516,0.937655383438516
9267,3.0901542,46,46,1,0.9376673040152964,0.9376673040152964
4425,3.0886443,44,44,1,0.9376792200344103,0.9376792200344103
688,3.0879269,32,20,0,0.9375,0.0
2556,3.0865734,2,37,0,0.9373208484616855,0.0
2957,3.0861802,15,15,1,0.9373328238440963,0.9373328238440963
842,3.0860665,8,8,1,0.9373447946513849,0.9373447946513849
8509,3.0859418,42,42,1,0.9373567608861727,0.9373567608861727
4953,3.0828795,45,45,1,0.9373687225510788,0.9373687225510788
3668,3.082814,6,6,1,0.9373806796487208,0.9373806796487208
5602,3.0802655,23,23,1,0.9373926321817141,0.9373926321817141
7155,3.079854,18,18,1,0.9374045801526718,0.9374045801526718
3484,3.0792587,15,15,1,0.9374165235642054,0.9374165235642054
7410,3.078663,46,22,0,0.937237695536055,0.0
4755,3.0783107,44,44,1,0.9372496662216289,0.9372496662216289
126,3.0764616,0,0,1,0.9372616323417239,0.9372616323417239
5102,3.0747657,21,21,1,0.9372735938989514,0.9372735938989514
5550,3.0743988,11,11,1,0.9372855508959207,0.9372855508959207
10104,3.0743349,0,38,0,0.9371069182389937,0.0
8891,3.073804,39,39,1,0.9371189024390244,0.9371189024390244
109,3.0734317,6,6,1,0.9371308820727757,0.9371308820727757
2213,3.0733597,17,17,1,0.9371428571428572,0.9371428571428572
1078,3.0729504,36,36,1,0.9371548276518759,0.9371548276518759
2917,3.0725212,43,33,0,0.936976389946687,0.0
5653,3.072285,6,6,1,0.9369883875880449,0.9369883875880449
9986,3.0702982,42,42,1,0.9370003806623525,0.9370003806623525
9297,3.068396,35,35,1,0.937012369172217,0.937012369172217
10159,3.0653775,28,28,1,0.9370243531202436,0.9370243531202436
5522,3.0643272,28,28,1,0.9370363325090356,0.9370363325090356
7153,3.0590105,37,22,0,0.9368581209585394,0.0
684,3.0585318,42,34,0,0.9366799771819737,0.0
5873,3.0574892,25,45,0,0.9365019011406844,0.0
4292,3.056568,25,25,1,0.9365139707279985,0.9365139707279985
4622,3.0559254,8,8,1,0.9365260357278601,0.9365260357278601
6588,3.0536752,33,33,1,0.9365380961428843,0.9365380961428843
8134,3.0529504,6,39,0,0.9363601823708206,0.0
3173,3.0522377,27,27,1,0.936372269705603,0.936372269705603
2908,3.0521872,25,25,1,0.9363843524496772,0.9363843524496772
8844,3.0507908,42,42,1,0.9363964306056579,0.9363964306056579
4875,3.0501513,35,35,1,0.936408504176158,0.936408504176158
7494,3.0471644,8,8,1,0.9364205731637882,0.9364205731637882
2566,3.046984,42,42,1,0.9364326375711575,0.9364326375711575
5229,3.0447903,21,21,1,0.9364446974008727,0.9364446974008727
497,3.0441906,19,19,1,0.9364567526555387,0.9364567526555387
73,3.043698,24,24,1,0.9364688033377584,0.9364688033377584
1216,3.0436172,43,43,1,0.9364808494501328,0.9364808494501328
1997,3.0424483,6,6,1,0.9364928909952607,0.9364928909952607
170,3.0422328,32,32,1,0.9365049279757391,0.9365049279757391
2356,3.041168,21,21,1,0.9365169603941633,0.9365169603941633
6893,3.0383928,25,45,0,0.9363395225464191,0.0
8826,3.0371342,26,26,1,0.9363515817389657,0.9363515817389657
9232,3.0362697,12,22,0,0.9361742424242424,0.0
8872,3.034319,28,31,0,0.9359969702707821,0.0
6325,3.030842,36,36,1,0.9360090874668686,0.9360090874668686
1622,3.0289583,37,37,1,0.9360212000757145,0.9360212000757145
4869,3.0264611,5,5,1,0.9360333080999244,0.9360333080999244
6267,3.025225,31,31,1,0.9360454115421003,0.9360454115421003
4756,3.024749,14,14,1,0.936057510404843,0.936057510404843
65,3.0245297,45,22,0,0.9358804615093625,0.0
7399,3.0219269,18,18,1,0.93589258698941,0.93589258698941
9062,3.0218554,20,46,0,0.9357156362261297,0.0
9440,3.0217056,42,42,1,0.9357277882797732,0.9357277882797732
2846,3.0191605,11,11,1,0.9357399357399357,0.9357399357399357
8951,3.0182748,4,4,1,0.9357520786092215,0.9357520786092215
8523,3.0172777,25,25,1,0.9357642168902324,0.9357642168902324
4119,3.015386,17,17,1,0.9357763505855685,0.9357763505855685
2438,3.0147603,4,4,1,0.9357884796978282,0.9357884796978282
2717,3.0075493,35,35,1,0.9358006042296072,0.9358006042296072
6011,3.0031812,39,6,0,0.9356239380781575,0.0
3409,3.002815,42,42,1,0.9356360890902228,0.9356360890902228
3906,3.001889,42,40,0,0.9354595206642763,0.0
1340,3.0012627,14,14,1,0.9354716981132075,0.9354716981132075
6649,3.0010478,20,20,1,0.9354838709677419,0.9354838709677419
8883,3.0009007,42,42,1,0.9354960392304791,0.9354960392304791
7439,3.0008085,4,9,0,0.935319630397888,0.0
5574,3.0002127,25,25,1,0.9353318250377074,0.9353318250377074
8696,3.0001504,44,44,1,0.9353440150801131,0.9353440150801131
2837,2.999687,20,20,1,0.9353562005277045,0.9353562005277045
8007,2.9994607,16,32,0,0.9351799510081025,0.0
3020,2.9991038,25,25,1,0.9351921627731725,0.9351921627731725
3273,2.998943,14,15,0,0.9350160105481258,0.0
3038,2.9984853,21,21,1,0.9350282485875706,0.9350282485875706
3254,2.996839,42,42,1,0.9350404820184522,0.9350404820184522
8790,2.9965453,29,29,1,0.9350527108433735,0.9350527108433735
8287,2.9963017,46,7,0,0.9348767174854131,0.0
3445,2.9960408,42,42,1,0.9348889725254046,0.9348889725254046
9825,2.9917035,21,35,0,0.9347130761994356,0.0
1114,2.9915347,15,15,1,0.9347253574115877,0.9347253574115877
8889,2.9909594,5,5,1,0.9347376340041377,0.9347376340041377
5340,2.9909208,5,5,1,0.9347499059796917,0.9347499059796917
1404,2.9904923,33,33,1,0.9347621733408535,0.9347621733408535
3563,2.990223,21,21,1,0.9347744360902256,0.9347744360902256
4314,2.9870486,33,25,0,0.9345987596316482,0.0
10086,2.986748,21,21,1,0.9346110484780158,0.9346110484780158
9988,2.986226,32,44,0,0.9344354687206462,0.0
5485,2.9860625,40,38,0,0.9342599549211119,0.0
1258,2.9858947,11,11,1,0.9342723004694836,0.9342723004694836
5328,2.9855876,39,39,1,0.9342846413819001,0.9342846413819001
665,2.9844022,6,6,1,0.9342969776609724,0.9342969776609724
5838,2.98362,12,0,0,0.9341216216216216,0.0
7700,2.9834404,9,4,0,0.9339463313942579,0.0
7960,2.9833612,12,12,1,0.9339587242026266,0.9339587242026266
1655,2.9809983,34,34,1,0.9339711123616582,0.9339711123616582
2198,2.9797268,17,17,1,0.9339834958739685,0.9339834958739685
8842,2.9792979,4,9,0,0.9338083630226889,0.0
8537,2.9780178,33,33,1,0.9338207724034495,0.9338207724034495
2354,2.9764593,20,7,0,0.9336457357075914,0.0
9186,2.974422,6,6,1,0.9336581709145427,0.9336581709145427
4317,2.9709477,27,27,1,0.9336706014614953,0.9336706014614953
8180,2.9688234,25,25,1,0.9336830273510678,0.9336830273510678
5140,2.9687498,14,14,1,0.9336954485858775,0.9336954485858775
8816,2.9682627,5,5,1,0.9337078651685393,0.9337078651685393
7673,2.967398,42,0,0,0.9335330462460213,0.0
2690,2.966412,25,25,1,0.9335454885810558,0.9335454885810558
2718,2.9656138,33,33,1,0.9335579262586562,0.9335579262586562
2291,2.9635785,12,12,1,0.9335703592814372,0.9335703592814372
1991,2.9605398,0,0,1,0.9335827876520112,0.9335827876520112
2422,2.958466,37,5,0,0.9334081556303778,0.0
10095,2.9577713,42,42,1,0.9334206096876754,0.9334206096876754
7512,2.957767,42,42,1,0.9334330590875094,0.9334330590875094
7866,2.9564676,21,21,1,0.933445503832492,0.933445503832492
354,2.9561486,23,23,1,0.9334579439252336,0.9334579439252336
215,2.9561088,35,35,1,0.9334703793683423,0.9334703793683423
7585,2.955557,33,33,1,0.9334828101644245,0.9334828101644245
5916,2.9554045,8,8,1,0.9334952363160844,0.9334952363160844
2657,2.9517944,24,24,1,0.9335076578259246,0.9335076578259246
9193,2.9514813,35,35,1,0.9335200746965453,0.9335200746965453
4324,2.9484353,20,20,1,0.9335324869305451,0.9335324869305451
1348,2.9478393,17,17,1,0.9335448945305208,0.9335448945305208
9700,2.9474933,44,32,0,0.9333706606942889,0.0
1028,2.9463284,11,11,1,0.9333830938607949,0.9333830938607949
7008,2.9457445,39,39,1,0.9333955223880597,0.9333955223880597
2400,2.941961,35,35,1,0.9334079462786794,0.9334079462786794
4295,2.940829,5,5,1,0.933420365535248,0.933420365535248
3553,2.9390275,11,11,1,0.933432780160358,0.933432780160358
7754,2.9385657,21,21,1,0.9334451901565995,0.9334451901565995
306,2.9369972,6,6,1,0.933457595526561,0.933457595526561
9196,2.936758,21,21,1,0.9334699962728289,0.9334699962728289
10057,2.935707,21,21,1,0.9334823923979877,0.9334823923979877
1745,2.9356177,43,43,1,0.9334947839046199,0.9334947839046199
7274,2.9355772,8,8,1,0.9335071707953064,0.9335071707953064
5291,2.933467,42,42,1,0.9335195530726257,0.9335195530726257
4690,2.9323034,29,29,1,0.9335319307391547,0.9335319307391547
828,2.932116,18,18,1,0.9335443037974683,0.9335443037974683
4329,2.9320471,42,42,1,0.9335566722501396,0.9335566722501396
104,2.931364,45,0,0,0.9333829549683662,0.0
5880,2.9303942,21,21,1,0.9333953488372093,0.9333953488372093
10039,2.9294121,33,33,1,0.9334077380952381,0.9334077380952381
9494,2.9270895,8,8,1,0.9334201227450251,0.9334201227450251
5941,2.9236224,42,33,0,0.9332465600595017,0.0
311,2.9235418,5,16,0,0.9330730619074178,0.0
3478,2.922068,25,25,1,0.9330855018587361,0.9330855018587361
2927,2.921803,43,43,1,0.9330979371863966,0.9330979371863966
8402,2.9217415,27,27,1,0.9331103678929766,0.9331103678929766
8924,2.9212306,38,38,1,0.9331227939810515,0.9331227939810515
1501,2.9211884,28,28,1,0.9331352154531947,0.9331352154531947
5027,2.9208117,25,25,1,0.9331476323119777,0.9331476323119777
8016,2.920446,4,4,1,0.9331600445599703,0.9331600445599703
5667,2.9193754,43,33,0,0.9329868201225172,0.0
303,2.9179394,20,7,0,0.9328136599851522,0.0
8432,2.9158363,11,11,1,0.9328261272963444,0.9328261272963444
2095,2.9131224,33,33,1,0.9328385899814471,0.9328385899814471
6063,2.9114463,20,20,1,0.9328510480430346,0.9328510480430346
915,2.9105935,32,32,1,0.9328635014836796,0.9328635014836796
5045,2.9105825,13,13,1,0.9328759503059522,0.9328759503059522
4283,2.9101086,17,17,1,0.9328883945124212,0.9328883945124212
6256,2.9098878,1,1,1,0.9329008341056534,0.9329008341056534
7234,2.909856,29,29,1,0.9329132690882135,0.9329132690882135
4435,2.9097574,38,38,1,0.9329256994626645,0.9329256994626645
6534,2.9089324,25,25,1,0.9329381252315673,0.9329381252315673
10140,2.9068584,9,4,0,0.9327653269123912,0.0
6232,2.9066975,32,32,1,0.9327777777777778,0.9327777777777778
4140,2.9066644,7,33,0,0.9326050731346047,0.0
7334,2.9064155,13,0,0,0.9324324324324325,0.0
1534,2.9033937,13,13,1,0.9324449379974088,0.9324449379974088
8557,2.9026237,25,25,1,0.9324574389341229,0.9324574389341229
5379,2.902525,42,42,1,0.9324699352451434,0.9324699352451434
7554,2.902356,31,10,0,0.9322974472807991,0.0
6060,2.9000359,1,1,1,0.9323099685592751,0.9323099685592751
9604,2.8968112,6,6,1,0.9323224852071006,0.9323224852071006
6765,2.8960195,32,32,1,0.9323349972268441,0.9323349972268441
5155,2.8959165,24,24,1,0.9323475046210721,0.9323475046210721
7384,2.8942297,8,8,1,0.9323600073923489,0.9323600073923489
6418,2.8940609,10,10,1,0.9323725055432373,0.9323725055432373
4084,2.893535,5,5,1,0.9323849990762978,0.9323849990762978
1200,2.8928385,17,35,0,0.9322127816771334,0.0
5502,2.8925588,42,20,0,0.9320406278855032,0.0
6104,2.8919816,39,2,0,0.9318685376661743,0.0
4599,2.8918362,21,21,1,0.9318811150083072,0.9318811150083072
10009,2.891282,27,27,1,0.9318936877076412,0.9318936877076412
4804,2.8888268,25,25,1,0.9319062557667467,0.9319062557667467
3510,2.888789,15,15,1,0.9319188191881919,0.9319188191881919
9920,2.8843293,43,43,1,0.9319313779745434,0.9319313779745434
10116,2.8830318,16,14,0,0.9317594983400959,0.0
4662,2.8829608,21,21,1,0.9317720818735018,0.9317720818735018
10172,2.880433,3,3,1,0.9317846607669616,0.9317846607669616
4616,2.8737955,35,35,1,0.9317972350230415,0.9317972350230415
1827,2.8707685,21,21,1,0.9318098046443052,0.9318098046443052
8189,2.869915,17,25,0,0.931638105767459,0.0
6899,2.8684819,42,42,1,0.931650700073692,0.931650700073692
3181,2.867306,15,15,1,0.9316632897402837,0.9316632897402837
6248,2.8672256,33,33,1,0.9316758747697974,0.9316758747697974
7257,2.865376,6,6,1,0.9316884551647947,0.9316884551647947
634,2.8643694,32,14,0,0.9315169366715759,0.0
4416,2.861803,1,1,1,0.9315295416896742,0.9315295416896742
2287,2.8615077,4,45,0,0.9313581155686419,0.0
3690,2.8610628,34,34,1,0.9313707451701931,0.9313707451701931
9960,2.8599944,19,19,1,0.931383370125092,0.931383370125092
2,2.8592572,3,3,1,0.9313959904359022,0.9313959904359022
2075,2.8592138,42,42,1,0.9314086061051857,0.9314086061051857
9427,2.8590648,44,44,1,0.9314212171355029,0.9314212171355029
511,2.8589141,4,4,1,0.9314338235294117,0.9314338235294117
7699,2.8581803,37,37,1,0.9314464252894689,0.9314464252894689
9226,2.857847,21,21,1,0.9314590224182286,0.9314590224182286
5889,2.857757,15,15,1,0.9314716149182436,0.9314716149182436
5168,2.8577433,8,8,1,0.9314842027920647,0.9314842027920647
6230,2.8575048,12,12,1,0.9314967860422406,0.9314967860422406
7338,2.8569677,35,35,1,0.9315093646713184,0.9315093646713184
6784,2.856612,13,13,1,0.9315219386818432,0.9315219386818432
5526,2.8552206,21,21,1,0.9315345080763583,0.9315345080763583
9726,2.855201,39,39,1,0.931547072857405,0.931547072857405
7541,2.8547366,19,19,1,0.931559633027523,0.931559633027523
7219,2.853821,42,38,0,0.931388736011741,0.0
4128,2.8522875,8,8,1,0.9314013206162876,0.9314013206162876
7466,2.8521757,4,4,1,0.9314139006051715,0.9314139006051715
2461,2.8518953,6,6,1,0.9314264759809314,0.9314264759809314
3823,2.851847,42,42,1,0.9314390467461044,0.9314390467461044
4462,2.85103,20,20,1,0.9314516129032258,0.9314516129032258
10134,2.8500078,20,38,0,0.9312809235843871,0.0
518,2.8473673,42,42,1,0.9312935141077318,0.9312935141077318
6569,2.8472764,8,8,1,0.9313061000183184,0.9313061000183184
7636,2.8465097,42,42,1,0.9313186813186813,0.9313186813186813
4299,2.8463514,20,20,1,0.9313312580113532,0.9313312580113532
495,2.84623,14,14,1,0.9313438300988649,0.9313438300988649
7972,2.8449407,37,37,1,0.9313563975837452,0.9313563975837452
6316,2.844372,40,20,0,0.931185944363104,0.0
3112,2.843877,21,21,1,0.9311985361390668,0.9311985361390668
3860,2.84366,20,22,0,0.9310281741675814,0.0
161,2.8435962,7,7,1,0.9310407901957197,0.9310407901957197
9732,2.843151,15,15,1,0.9310534016093636,0.9310534016093636
9618,2.8431213,21,22,0,0.9308831596269885,0.0
8403,2.8402977,29,1,0,0.9307129798903108,0.0
2386,2.8402398,19,19,1,0.9307256443063425,0.9307256443063425
7762,2.8400812,27,27,1,0.9307383040935673,0.9307383040935673
1075,2.8390825,31,31,1,0.9307509592545222,0.9307509592545222
8214,2.8388686,0,0,1,0.9307636097917428,0.9307636097917428
7233,2.8377128,4,4,1,0.9307762557077626,0.9307762557077626
9152,2.8363757,26,16,0,0.9306062819576333,0.0
141,2.8362708,41,25,0,0.9304363702756984,0.0
3623,2.8357437,44,44,1,0.9304490690032858,0.9304490690032858
9078,2.8348522,38,22,0,0.9302792480379631,0.0
6720,2.8346965,4,4,1,0.9302919708029197,0.9302919708029197
2528,2.8342335,33,33,1,0.9303046889253785,0.9303046889253785
4006,2.8336852,12,33,0,0.9301349872309376,0.0
8365,2.8334029,0,0,1,0.9301477293452489,0.9301477293452489
8348,2.8326664,27,27,1,0.9301604668125456,0.9301604668125456
394,2.8317344,6,3,0,0.9299908842297174,0.0
